"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26 [Interest]",35-44,male,3304,5204,54,,53,THB,4.41732988,,1.01844735,238.53581337,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",55-64,female,763,1049,95,,75,THB,2.33589474,,7.14966635,221.91,2026-03-01,2026-03-31
"3020 | BU DIA-Pearl | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA-Pearl  | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",65+,female,2887,3837,92,,69,THB,2.39129861,,1.79827991,219.99947212,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | LEVA Collection | 1-19 Mar 26","LEVA Collection | 1-19 Mar 26","3020 | BU DIA | Engage | LEVA Collection | 1-19 Mar 26 [Interest]",25-34,female,4738,6471,75,,44,THB,2.68107836,,0.67995673,201.08087733,2026-03-01,2026-03-31
"3020 | BU DIA-Pearl | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA-Pearl  | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",18-24,male,2578,4491,71,,55,THB,2.81224677,,1.22467157,199.66952091,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26 [Interest]",45-54,male,2470,4019,29,1,27,THB,6.82562491,197.94312234,0.67180891,197.94312234,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26","Sparkle in Spring sale up to 60% | 1-15 Mar 26","3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26  [Interest]",35-44,female,1877,2741,97,,84,THB,2.03344391,,3.06457497,197.24405971,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",45-54,female,931,1294,106,,87,THB,1.85037736,,6.72333849,196.14,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",25-34,female,1808,2561,80,,67,THB,2.449125,,2.61616556,195.93,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blossom and Glow | Sale up to 50%  | 16-31 Mar 26","Blossom and Glow | Sale up to 50%","3020 | BU DIA | Engage |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26  [Interest-BKK]",25-34,male,1746,2387,82,,53,THB,2.31150324,,2.22036028,189.54326583,2026-03-01,2026-03-31
"3020 | BU DIA | Message |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26","Blossom and Glow | Sale up to 50%","3020 | BU DIA | Message |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26  [Interest-BKK]",45-54,female,766,2243,207,5,278,THB,0.91024155,37.684,12.39411502,188.42,2026-03-01,2026-03-31
