"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",55-64,female,1867,3181,514,2,670,THB,0.15860073,40.76038652,21.06255894,81.52077303,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",55-64,female,534,1065,212,4,145,THB,0.35542681,18.83762102,13.61502347,75.35048409,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",25-34,male,539,1173,52,1,76,THB,1.42815417,74.26401708,6.47911338,74.26401708,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",55-64,female,1225,2378,289,,322,THB,0.25534765,,13.54079058,73.79547192,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",25-34,male,349,803,26,1,41,THB,2.69846154,70.16,5.10585305,70.16,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",55-64,female,697,1819,236,1,281,THB,0.29639191,69.94849166,15.44804838,69.94849166,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",55-64,female,1162,2032,181,,224,THB,0.37477163,,11.02362205,67.83366498,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",35-44,female,1723,2452,318,1,384,THB,0.20913832,66.5059858,15.66068515,66.5059858,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",55-64,female,1299,2253,308,,365,THB,0.20970779,,16.20062139,64.59,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",25-34,male,366,961,39,,49,THB,1.64011339,,5.09885536,63.96442228,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",18-24,female,340,891,45,5,67,THB,1.33754422,12.03789794,7.51964085,60.18948972,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",35-44,male,423,891,76,3,89,THB,0.77369866,19.60036617,9.98877666,58.80109851,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",18-24,female,1177,1891,164,,199,THB,0.34843346,,10.52353252,57.14308738,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25 [Retargeting]",45-54,male,444,996,119,,127,THB,0.46850321,,12.75100402,55.75188167,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",35-44,male,299,582,42,1,44,THB,1.31377856,55.1786997,7.56013746,55.1786997,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",35-44,male,243,571,37,1,46,THB,1.41702703,52.43,8.05604203,52.43,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",55-64,female,1141,2049,247,1,301,THB,0.20449079,50.50922447,14.69009273,50.50922447,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",35-44,male,656,1244,182,1,189,THB,0.25782278,46.92374651,15.19292605,46.92374651,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",25-34,male,1108,1500,205,,273,THB,0.21974283,,18.2,45.04728101,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",25-34,male,884,1620,203,,250,THB,0.22041562,,15.43209877,44.74436993,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",55-64,female,235,582,85,3,84,THB,0.51035294,14.46,14.43298969,43.38,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",45-54,female,667,1151,179,1,200,THB,0.23633172,42.30337761,17.37619461,42.30337761,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",35-44,male,762,1321,180,,200,THB,0.2228551,,15.14004542,40.1139177,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",25-34,male,228,542,31,2,41,THB,1.26779297,19.65079103,7.56457565,39.30158207,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",45-54,male,160,335,20,1,28,THB,1.9541351,39.08270204,8.35820896,39.08270204,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",35-44,male,319,735,42,1,51,THB,0.92958808,39.04269928,6.93877551,39.04269928,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",45-54,male,171,314,44,2,52,THB,0.88493976,19.46867465,16.56050955,38.93734929,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",25-34,male,707,1354,144,,165,THB,0.26571687,,12.18611521,38.26322858,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",65+,female,150,298,32,1,34,THB,1.1242747,35.9767905,11.40939597,35.9767905,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",55-64,female,254,526,65,2,75,THB,0.54323077,17.655,14.25855513,35.31,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",18-24,female,264,615,36,1,51,THB,0.97528404,35.11022557,8.29268293,35.11022557,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",65+,female,142,368,26,2,33,THB,1.33663087,17.37620133,8.9673913,34.75240266,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",25-34,male,601,1200,117,,124,THB,0.29275675,,10.33333333,34.25253982,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",25-34,male,326,681,36,2,50,THB,0.95028388,17.10510989,7.34214391,34.21021979,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25 [Retargeting]",55-64,male,188,441,88,,68,THB,0.38501299,,15.41950113,33.88114351,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25 [Retargeting]",65+,female,317,654,66,,83,THB,0.48910742,,12.6911315,32.28108951,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",65+,female,101,294,28,1,41,THB,1.14504609,32.06129061,13.94557823,32.06129061,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",45-54,male,71,120,11,1,12,THB,2.86045099,31.46496089,10,31.46496089,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",25-34,male,426,932,87,,105,THB,0.35728475,,11.26609442,31.08377353,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",55-64,female,513,980,118,,140,THB,0.26189453,,14.28571429,30.90355442,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",55-64,female,183,324,33,1,38,THB,0.91371109,30.15246582,11.72839506,30.15246582,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",35-44,male,497,995,129,,136,THB,0.23327311,,13.66834171,30.09223134,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",45-54,male,62,123,15,,19,THB,2.00337246,,15.44715447,30.0505869,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",25-34,male,692,997,75,,90,THB,0.39548803,,9.02708124,29.66160258,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",35-44,male,306,696,63,1,54,THB,0.47016175,29.6201903,7.75862069,29.6201903,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",35-44,male,160,380,26,1,30,THB,1.13273791,29.45118555,7.89473684,29.45118555,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",35-44,male,527,857,90,,105,THB,0.32023952,,12.25204201,28.8215572,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",45-54,male,100,181,19,2,22,THB,1.47052632,13.97,12.15469613,27.94,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",45-54,male,448,819,158,,181,THB,0.17090277,,22.1001221,27.00263719,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",65+,female,454,751,137,,148,THB,0.19118656,,19.70705726,26.19255808,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",65+,female,102,232,22,,27,THB,1.16954545,,11.63793103,25.73,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",35-44,male,480,826,109,,118,THB,0.22901015,,14.28571429,24.96210626,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",18-24,female,141,390,33,1,46,THB,0.74306021,24.52098708,11.79487179,24.52098708,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",35-44,male,279,639,65,,78,THB,0.37296835,,12.20657277,24.24294306,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",55-64,male,35,68,7,1,9,THB,3.39428571,23.76,13.23529412,23.76,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",65+,female,158,347,48,,35,THB,0.47479472,,10.08645533,22.79014642,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",65+,female,463,753,81,,92,THB,0.27938272,,12.21779548,22.63,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",55-64,male,35,65,11,1,14,THB,2.05129627,22.56425893,21.53846154,22.56425893,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",65+,female,548,889,120,,162,THB,0.1860851,,18.22272216,22.33021175,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",45-54,male,389,632,72,,85,THB,0.30904448,,13.44936709,22.25120221,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",18-24,female,560,904,106,,131,THB,0.20924528,,14.49115044,22.18,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",18-24,female,398,732,64,,85,THB,0.34582103,,11.61202186,22.13254561,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",65+,female,355,604,60,,72,THB,0.35719681,,11.9205298,21.43180838,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",45-54,male,303,605,77,,87,THB,0.25183686,,14.38016529,19.39143787,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",45-54,female,449,653,107,,125,THB,0.1806433,,19.1424196,19.32883334,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",65+,female,193,460,69,,85,THB,0.27655531,,18.47826087,19.08231657,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",18-24,female,150,333,17,,22,THB,1.09950168,,6.60660661,18.69152856,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",65+,female,341,575,50,,63,THB,0.37102005,,10.95652174,18.55100229,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",65+,female,314,572,64,,80,THB,0.28736506,,13.98601399,18.39136372,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",18-24,female,508,826,105,,137,THB,0.17238259,,16.58595642,18.10017164,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",35-44,male,525,797,97,1,114,THB,0.17453774,16.93016054,14.30363864,16.93016054,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",45-54,male,70,125,17,1,24,THB,0.96180342,16.35065819,19.2,16.35065819,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",25-34,male,146,327,13,1,19,THB,1.22,15.86,5.81039755,15.86,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",35-44,male,387,500,69,,83,THB,0.22665299,,16.6,15.63905605,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",45-54,male,258,470,49,,62,THB,0.31553683,,13.19148936,15.4613046,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",25-34,male,121,264,15,1,24,THB,1.02533333,15.38,9.09090909,15.38,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",18-24,female,191,390,23,1,31,THB,0.66782609,15.36,7.94871795,15.36,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",45-54,male,140,231,34,,25,THB,0.4455911,,10.82251082,15.15009733,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",55-64,female,225,407,59,,70,THB,0.2547661,,17.1990172,15.03120013,2025-10-01,2025-10-31
